time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-22 00:00:00+00:00,39,11,3,2
2026-06-23 00:00:00+00:00,46,15,1,1
2026-06-24 00:00:00+00:00,32,7,0,0
2026-06-25 00:00:00+00:00,40,11,4,2
2026-06-26 00:00:00+00:00,21,8,1,1
2026-06-27 00:00:00+00:00,21,8,0,0
2026-06-28 00:00:00+00:00,11,6,5,3
2026-06-29 00:00:00+00:00,17,8,1,1
2026-06-30 00:00:00+00:00,14,5,3,2
2026-07-01 00:00:00+00:00,13,8,1,1
2026-07-02 00:00:00+00:00,14,5,0,0
2026-07-03 00:00:00+00:00,22,9,2,1
2026-07-04 00:00:00+00:00,17,8,1,1
2026-07-05 00:00:00+00:00,0,0,1,1
